"v428","QC12 CHEMICAL PRODUCT RISK INFO: DIY/BUILDING"
"v429","QC12 CHEMICAL PRODUCT RISK INFO: DETERGENTS"
"v430","QC12 CHEMICAL PRODUCT RISK INFO: OTHER CLEANING"
"v431","QC12 CHEMICAL PRODUCT RISK INFO: CAR CARE"
"v432","QC12 CHEMICAL PRODUCT RISK INFO: GARDENING"
"v433","QC12 CHEMICAL PRODUCT RISK INFO: PESTIC/INSECTIC"
"v434","QC13 CHEMICAL PROD INFO SOURCES: PACKAGING"
"v435","QC13 CHEMICAL PROD INFO SOURCES: NEWSPAPERS"
"v436","QC13 CHEMICAL PROD INFO SOURCES: MAGAZINES"
"v437","QC13 CHEMICAL PROD INFO SOURCES: TV"
"v438","QC13 CHEMICAL PROD INFO SOURCES: RADIO"
"v439","QC13 CHEMICAL PROD INFO SOURCES: LEAFLETS"
"v440","QC13 CHEMICAL PROD INFO SOURCES: INTERNET"
"v441","QC13 CHEMICAL PROD INFO SOURCES: WORD OF MOUTH"
"v442","QC13 CHEMICAL PROD INFO SOURCES: FAMILY/FRIENDS"
"v443","QC13 CHEMICAL PROD INFO SOURCES: OTHER"
"v444","QC13 CHEMICAL PROD INFO SOURCES: NONE"
"v445","QC13 CHEMICAL PROD INFO SOURCES: DK"
"v446","QC14 CHEMICAL PROD INFO TRUST: SALES PERSON"
"v447","QC14 CHEMICAL PROD INFO TRUST: NGO/CONSUMER ORG"
"v448","QC14 CHEMICAL PROD INFO TRUST: MANUFACTURERS"
"v449","QC14 CHEMICAL PROD INFO TRUST: POISON CENTRES"
"v450","QC14 CHEMICAL PROD INFO TRUST: FAMILY/FRIENDS"
"v451","QC14 CHEMICAL PROD INFO TRUST: DOCTORS"
"v452","QC14 CHEMICAL PROD INFO TRUST: PHARMACISTS"
"v453","QC14 CHEMICAL PROD INFO TRUST: JOURNALISTS"
"v454","QC14 CHEMICAL PROD INFO TRUST: SCIENTISTS"
"v455","QC14 CHEMICAL PROD INFO TRUST: HEALTH AUTHORITIES"
"v456","QC14 CHEMICAL PROD INFO TRUST: EU INSTITUTIONS"
"v457","QC14 CHEMICAL PROD INFO TRUST: NAT GOVERNMENT"
"v458","QC14 CHEMICAL PROD INFO TRUST: OTHER"
"v459","QC14 CHEMICAL PROD INFO TRUST: NONE"
"v460","QC14 CHEMICAL PROD INFO TRUST: DK"
"v461","QD1 RARE DISEASES - UNDERSTANDING"
"v462","QD2 RARE DISEASE CONTACT: KNOW S/O SUFFERING"
"v463","QD2 RARE DISEASE CONTACT: HEARD IN FAMILY/FRIENDS"
"v464","QD2 RARE DISEASE CONTACT: HEARD IN MEDIA"
"v465","QD2 RARE DISEASE CONTACT: NEVER HEARD ABOUT ANY"
"v466","QD2 RARE DISEASE CONTACT: DK"
"v467","QD3 RARE DISEASES: HEALTH AUTHORITY SUPPORT"
"v468","QD3 RARE DISEASES: MORE EUROPEAN COOPERATION"
"v469","QD3 RARE DISEASES: DRUGS BE FULLY REIMBURSED"
"v470","QD3 RARE DISEASES: AWARE OF SPECIALIZED CENTRES"
"v471","QD3 RARE DISEASES: RIGHT TO ACCESS APPROP CARE"
"v472","QD3 RARE DISEASES: TOO MANY MAJOR HEALTH ISSUES"
"v473","QD3 RARE DISEASES: EU MEMBERS NEED NAT STRATEGY"
"v474","QD3 RARE DISEASES: UNAWARENESS OF REAL PROBLEMS"
"v475","QD4 RARE DISEASE INITIATIVES: RESEARCH"
"v476","QD4 RARE DISEASE INITIATIVES: ACCESS TO DRUGS"
"v477","QD4 RARE DISEASE INITIATIVES: IMPROVE AWARENESS"
"v478","QD4 RARE DISEASE INITIATIVES: LABORATORY TESTS"
"v479","QD4 RARE DISEASE INITIATIVES: SUPPORT TO FAMILIES"
"v480","QD4 RARE DISEASE INITIATIVES: SUPPORT PATIENT ORG"
"v481","QD4 RARE DISEASE INITIATIVES: SPECIALIZED CENTRES"
"v482","QD5 RARE DISEASES HEARD: CYSTIC FIBROSIS"
"v483","QD5 RARE DISEASES HEARD: DUCHENNE MUSCULAR DYSTR"
"v484","QD5 RARE DISEASES HEARD: HAEMOPHILIA"
"v485","QD5 RARE DISEASES HEARD: HUNTINGTON'S DISEASE"
"v486","QD5 RARE DISEASES HEARD: OSTEOGENESIS IMPERFECTA"
"v487","QD5 RARE DISEASES HEARD: PROGERIA"
"v488","D1 LEFT-RIGHT PLACEMENT"
"v489","D1 LEFT-RIGHT PLACEMENT - RECODED 3 CAT"
"v490","D1 LEFT-RIGHT PLACEMENT - RECODED 5 CAT"
"v491","D7 MARITAL STATUS"
"v492","D7 MARITAL STATUS (REC STATUS)"
"v493","D7 MARITAL STATUS (REC CHILDREN)"
"v494","D8 AGE EDUCATION"
"v495","D8 AGE EDUCATION - RECODED"
"v496","D10 GENDER"
"v497","D11 AGE EXACT"
"v498","D11 AGE RECODED - FOUR GROUPS"
"v499","D11 AGE RECODED - SIX GROUPS"
"v500","D25 TYPE OF COMMUNITY"
"v501","D40A HOUSEHOLD COMPOSITION: AGED 15+"
"v502","D40A HOUSEHOLD COMPOSITION: AGED 15+ (REC)"
"v503","D40B HOUSEHOLD COMPOSITION: AGED <10"
"v504","D40B HOUSEHOLD COMPOSITION: AGED <10 (REC)"
"v505","D40C HOUSEHOLD COMPOSITION: AGED 10-14"
"v506","D40C HOUSEHOLD COMPOSITION: AGED 10-14 (REC)"
"v507","D40 HOUSEHOLD COMPOSITION: SIZE A+B+C"
"v508","D40 HOUSEHOLD COMPOSITION: SIZE A+B+C (REC)"
"v509","D43A PHONE AVAILABLE - FIXED IN HH"
"v510","D43B PHONE AVAILABLE - PRIVATE MOBILE"
"v511","D46 OWNERSHIP DURABLES: TELEVISION"
"v512","D46 OWNERSHIP DURABLES: DVD PLAYER"
"v513","D46 OWNERSHIP DURABLES: MUSIC CD PLAYER"
"v514","D46 OWNERSHIP DURABLES: COMPUTER"
"v515","D46 OWNERSHIP DURABLES: INTERNET ACCESS"
"v516","D46 OWNERSHIP DURABLES: CAR"
"v517","D46 OWNERSHIP DURABLES: AP/HOUSE PAID"
"v518","D46 OWNERSHIP DURABLES: AP/HOUSE PAYING"
"v519","D46 OWNERSHIP DURABLES: NONE"
"v520","D46 OWNERSHIP DURABLES: DK"
"v521","D60 DIFFICULTIES PAYING BILLS - LAST YEAR"
"v522","D61 LEVEL IN SOCIETY - SELF PLACEMENT"
"v523","P1 DATE OF INTERVIEW"
"v524","P2 TIME OF INTERVIEW"
"v525","P2 TIME OF INTERVIEW - RECODED"
"v526","P3 DURATION OF INTERVIEW"
"v527","P3 DURATION OF INTERVIEW - RECODED"
"v528","P4 N OF PERSONS PRESENT DURING INTERVIEW"
"v529","P5 RESPONDENT COOPERATION"
"v530","P6 SIZE OF COMMUNITY - FRANCE"
"v531","P6 SIZE OF COMMUNITY - BELGIUM"
"v532","P6 SIZE OF COMMUNITY - NETHERLANDS"
"v533","P6 SIZE OF COMMUNITY - GERMANY"
"v534","P6 SIZE OF COMMUNITY - ITALY"
"v535","P6 SIZE OF COMMUNITY - LUXEMBOURG"
"v536","P6 SIZE OF COMMUNITY - DENMARK"
"v537","P6 SIZE OF COMMUNITY - IRELAND"
"v538","P6 SIZE OF COMMUNITY - UNITED KINGDOM"
"v539","P6 SIZE OF COMMUNITY - GREECE"
"v540","P6 SIZE OF COMMUNITY - SPAIN"
"v541","P6 SIZE OF COMMUNITY - PORTUGAL"
"v542","P6 SIZE OF COMMUNITY - FINLAND"
"v543","P6 SIZE OF COMMUNITY - SWEDEN"
"v544","P6 SIZE OF COMMUNITY - AUSTRIA"
"v545","P6 SIZE OF COMMUNITY - CYPRUS (REPUBLIC)"
"v546","P6 SIZE OF COMMUNITY - CZECH REPUBLIC"
"v547","P6 SIZE OF COMMUNITY - ESTONIA"
"v548","P6 SIZE OF COMMUNITY - HUNGARY"
"v549","P6 SIZE OF COMMUNITY - LATVIA"
"v550","P6 SIZE OF COMMUNITY - LITHUANIA"
"v551","P6 SIZE OF COMMUNITY - MALTA"
"v552","P6 SIZE OF COMMUNITY - POLAND"
"v553","P6 SIZE OF COMMUNITY - SLOVAKIA"
"v554","P6 SIZE OF COMMUNITY - SLOVENIA"
"v555","P6 SIZE OF COMMUNITY - BULGARIA"
"v556","P6 SIZE OF COMMUNITY - ROMANIA"
"v557","P7 REGION - FRANCE NUTS 2"
"v558","P7 REGION - FRANCE NUTS 1"
"v559","P7 REGION - BELGIUM NUTS 2 "
"v560","P7 REGION - BELGIUM NUTS 1"
"v561","P7 REGION - NETHERLANDS NUTS 2"
"v562","P7 REGION - NETHERLANDS NUTS 1"
"v563","P7 REGION - GERMANY NUTS 1"
"v564","P7 REGION - ITALY NUTS 2 MOD"
"v565","P7 REGION - ITALY NUTS 1"
"v566","P7 REGION - ITALY NUTS 1 MOD"
"v567","P7 REGION - LUXEMBOURG"
"v568","P7 REGION - DENMARK NUTS 2"
"v569","P7 REGION - IRELAND"
"v570","P7 REGION - UNITED KINGDOM NUTS 1"
"v571","P7 REGION - UNITED KINGDOM NUTS 1 MOD"
"v572","P7 REGION - GREECE NUTS 2"
"v573","P7 REGION - GREECE NUTS 1"
"v574","P7 REGION - SPAIN NUTS 2"
"v575","P7 REGION - SPAIN NUTS 1"
"v576","P7 REGION - SPAIN NUTS 1 MOD"
"v577","P7 REGION - PORTUGAL NUTS 2"
"v578","P7 REGION - FINLAND NUTS 3"
"v579","P7 REGION - FINLAND NUTS 2"
"v580","P7 REGION - SWEDEN NUTS 2"
"v581","P7 REGION - SWEDEN NUTS 1"
"v582","P7 REGION - AUSTRIA NUTS 2"
"v583","P7 REGION - AUSTRIA NUTS 1"
"v584","P7 REGION - CYPRUS (REPUBLIC)"
"v585","P7 REGION - CZECH REPUBLIC NUTS 2"
"v586","P7 REGION - ESTONIA"
"v587","P7 REGION - HUNGARY NUTS 2"
"v588","P7 REGION - HUNGARY NUTS 1"
"v589","P7 REGION - LATVIA NUTS 3"
"v590","P7 REGION - LITHUANIA NUTS 3"
"v591","P7 REGION - POLAND NUTS 2"
"v592","P7 REGION - POLAND NUTS 1"
"v593","P7 REGION - SLOVAKIA NUTS 2"
"v594","P7 REGION - SLOVENIA NUTS 3"
"v595","P7 REGION - SLOVENIA NUTS 2"
"v596","P7 REGION - BULGARIA NUTS 3"
"v597","P7 REGION - BULGARIA NUTS 2"
"v598","P7 REGION - ROMANIA NUTS 2"
"v599","P7 REGION - ROMANIA NUTS 1"
"v600","REGION - NUTS CODES"
"v601","REGION - NUTS LEVEL"
"v602","P13 LANGUAGE OF INTERVIEW - BELGIUM"
"v603","P13 LANGUAGE OF INTERVIEW - LUXEMBOURG"
"v604","P13 LANGUAGE OF INTERVIEW - SPAIN"
"v605","P13 LANGUAGE OF INTERVIEW - FINLAND"
"v606","P13 LANGUAGE OF INTERVIEW - ESTONIA"
"v607","P13 LANGUAGE OF INTERVIEW - LATVIA"
"v608","P13 LANGUAGE OF INTERVIEW - MALTA"
"v609","C14 RESPONDENT OCCUPATION SCALE"
"v610","INTERVIEWER ID"
